ID_PRO;ID_CLAS;ID_UN_MED;DESCRICAO;OBSERVACAO;ESTOQUE_MIN;PERECIVEL;QTD_EMBALAGEM
2010;246;1;PLUSVITAM XPE 100ML;;0;-1;0
2011;246;1;RUBRONICIN 125MG/5ML;;0;-1;0
2012;246;2;TERMOSIL 1GR 2ML C/100 AMPS;;0;-1;0
2013;236;10;MISTURA P/B LACTEA CHOC SUSTENTARE 1K;;0;-1;0
2014;236;10;MISTURA P/ MINGAU AVEIA SUSTENTARE 1 KG;;0;-1;0
2015;236;10;MISTURA P/ MINGAU MILHO SUSTENTARE 1 KG;;0;-1;0
2016;154;1;TAMPA DO RESERVATORIO AGUA;;0;-1;0
2017;30;2;FITA CREPE 18X50;;0;-1;0
2018;30;1;FITA CREPE 25X50;;0;-1;0
2019;154;1;REGISTRO ALTERNADOR;;0;-1;0
2020;30;1;FITA TRANSPARENTE;;0;-1;0
2021;154;1;ANEL BORRACHA SILENC.;;0;-1;0
2022;154;1;ENGRENAGEM;;0;-1;0
2023;154;1;JUNTA HOMOCINETICA;;0;-1;0
2024;154;1;PASTILHA DE FREIO DIANT.;;0;-1;0
2025;31;13;FITA TRANSPARENTE 12X40;;0;-1;0
2026;31;1;FITA TRANSPARENTE 50X50;;0;-1;0
2027;154;1;REG. ALTERNADOR;;0;-1;0
2028;154;1;PASTILHA DE FREIO TRAZEIRO;;0;-1;0
2029;154;1;LAMPADA BIODO H4;;0;-1;0
2030;154;1;REALCOL 1404 ALTA;;0;-1;0
2031;154;1;OLEO TUTELA EPYX;;0;-1;0
2032;154;1;PARAFUSO AMORTECEDOR;;0;-1;0
2033;119;2;COLCHETE 5;;0;-1;0
2034;119;2;COLCHETE 9;;0;-1;0
2035;109;2;DETERGENTE LIQUIDO;;0;-1;0
2036;160;2;ELASTICO P/ DINHEIRO;;0;-1;0
2037;182;1;EXTRATO DE TOMATE TOMATINO 270 G;;0;-1;0
2038;37;1;CAIXA ARQUIVO  PVC;;0;-1;0
2039;246;2;ALCOOL ETICO DR;;0;-1;0
2040;242;10;PEIXE FILE MERLUZA ECOMAR;;0;-1;0
2041;154;1;RADIADOR DUCATO;;0;-1;0
2042;154;1;MANGUEIRA ENT. FILTRO DE AR;;0;-1;0
2043;154;1;RESERVATORIO AGUA RADIADOR;;0;-1;0
2044;154;1;TAMPA DO RESERVATORIO;;0;-1;0
2045;154;1;VENTILADOR RADIADOR;;0;-1;0
2046;137;10;PEPINO KG;;0;-1;0
2047;137;10;QUIABO;;0;-1;0
2048;137;10;VAGEM;;0;-1;0
2049;83;1;ESPONJA DE LÃ;;0;-1;0
2050;82;1;BALDE 25LIT;;0;-1;0
2051;137;10;BATATA LISA;;0;-1;0
2052;169;1;VINAGRE 500ML;;0;-1;0
2053;169;1;ALMOCO PF;;0;-1;0
2054;139;1;ALFACE;;0;-1;0
2055;139;10;CONDIMENTO MISTO;;0;-1;0
2056;181;1;BISC. CREAN CRACKER 400GR;;0;-1;0
2057;181;13;BISCOITO MARIA 400G;;0;-1;0
2058;182;1;OLEO DE SOJA LIZA PET 900ML;;0;-1;0
2059;182;3;BANANA PRATA;;0;-1;0
2060;182;13;BISCOITO FABISE 400G;;0;-1;0
2061;246;2;EFORTIL 10MG C/5 AMPS 1ML;;0;-1;0
2062;246;1;EQUIPO MACROS RIGIDO C/INJ LATERAL;;0;-1;0
2063;246;1;GASTROGEL SUSP 150ML;;0;-1;0
2064;246;1;GEFLIL 100MG/G GEL 50G;;0;-1;0
2065;246;1;GENODINE 200MG C/500;;0;-1;0
2066;246;1;GENOFENAC 50MG C/500;;0;-1;0
2067;246;1;GENTAMICIN BOMG/ML C/50;;0;-1;0
2068;246;1;GENTARON 60MG;;0;-1;0
2069;246;1;GLIONIL 5MG;;0;-1;0
2070;246;1;IODETO DE POTASSIO;;0;-1;0
2071;246;1;LASAFLAN GTS 10ML;;0;-1;0
2072;246;1;LASIOL 40MG C/500;;0;-1;0
2073;246;1;MAGNESIA BISURADA;;0;-1;0
2074;246;1;MEBENDAZOL;;0;-1;0
2075;236;13;MASSA P/ SOPA BAHIA SEMOL;;0;-1;0
2076;246;1;METOCLOSAN 10MG C/20;;0;-1;0
2077;246;1;NEOMICINA+BACITRACINA 250UI;;0;-1;0
2078;246;1;NISTAMAX 100000UI;;0;-1;0
2079;246;1;NISTATINA 100000UI/4G;;0;-1;0
2080;246;1;NOCICLIN C/21 CPRS;;0;-1;0
2081;246;1;NOVOSIL 4MG GTS;;0;-1;0
2082;236;10;MISTURA P/ MINGAU COCO SUSTENTARE;;0;-1;0
2083;246;1;OXACILIL 500MG C/50;;0;-1;0
2084;246;1;PARACETAMOL 500MG;;0;-1;0
2085;246;1;PLAGEX 10MG C/100;;0;-1;0
2086;246;1;POLIBIOTIC 250MG C/500;;0;-1;0
2087;134;11;FUSTAO;;0;-1;0
2088;134;11;TEXTOLEEN ESTAMPADO;;0;-1;0
2089;246;1;PROMECLOR 50MG/ML;;0;-1;0
2090;134;11;TEXTOLEN LISO;;0;-1;0
2091;134;11;FRALDA TEC.  LISO;;0;-1;0
2092;246;1;TYLEMAX 200MG GTS;;0;-1;0
2093;134;11;FRALDA EST. TEC;;0;-1;0
2094;134;11;FRALDA EST. LISO;;0;-1;0
2095;134;11;CAMISTA GOLA POLO;;0;-1;0
2096;134;11;CAMISETA GOLA V;;0;-1;0
2097;246;13;PARATI-SAL 27,9MG ENV;;0;-1;0
2098;246;1;PRATI-SAL 27,9G ENV;;0;-1;0
2099;160;1;COTTON;;0;-1;0
2100;160;10;EMBALAGEM;;0;-1;0
2101;246;2;ANDROCORTIL 100MG C/50 AMPS;;0;-1;0
2102;160;1;CONE DE LINHA;;0;-1;0
2103;160;1;CONE DE FIO;;0;-1;0
2104;160;1;AGULHA BX 63 N 80/12;;0;-1;0
2105;246;1;BENORMAL;;0;-1;0
2106;160;1;AGULHA BX 27 Nº 80/12;;0;-1;0
2107;160;1;AGULHA BX Nº 1 80/12;;0;-1;0
2108;246;1;CANDIFEN 4% SUSP;;0;-1;0
2109;246;1;CEDILANIDE 0,2MG/ML C/50AMPS;;0;-1;0
2110;246;1;CEFALOX 50MG C/200 CAPS;;0;-1;0
2111;246;1;CLEANBAC 2%;;0;-1;0
2112;246;1;CLORETO POTASSIO 19,1%;;0;-1;0
2113;246;5;COMPLEXO B 100ML;;0;-1;0
2114;246;1;COMPLEXO B 2ML;;0;-1;0
2115;246;2;CORTISON 100MG C/50;;0;-1;0
2116;246;1;DEFLAREN 1% CR 10G;;0;-1;0
2117;246;1;DEXAMETASONA 2MG/ML C/100 AMPS;;0;-1;0
2118;246;1;DICLOF. POTASSIO 75MG/ML C/100;;0;-1;0
2119;246;2;DICLONATIUM 50MG C/500;;0;-1;0
2120;246;2;DIPIFARMA 1GR/2ML C/100;;0;-1;0
2121;246;2;DIPIFARMA 1GR/2ML C/50 AMPS;;0;-1;0
2122;246;2;CARDIODOPA 500MG;;0;-1;0
2123;173;1;TUBULACAO DE COBRE;;0;-1;0
2124;173;10;CAPACITOR;;0;-1;0
2125;173;10;CHAVE SELETORA;;0;-1;0
2126;246;2;DIGOXINA;;0;-1;0
2127;246;1;FUROSEFARMA 20MG/ML C/50;;0;-1;0
2128;246;1;ISORDIL SUBL;;0;-1;0
2129;246;1;NEO FEDIPINA 20MG;;0;-1;0
2130;154;1;PNEU 225/70 R15 G32;;0;-1;0
2131;154;1;VALVULA P/PENEU S/CAMARA;;0;-1;0
2132;154;1;BUCHA BALANÇA DINT. L DIREITO;;0;-1;0
2133;154;1;BUCHA BALANÇA DIANT. L ESQUERDO;;0;-1;0
2134;154;1;BULETA;;0;-1;0
2135;154;1;PLATÔ;;0;-1;0
2136;154;1;PLATÔ EMBREAGEM;;0;-1;0
2137;154;1;CORREIA DENTADA;;0;-1;0
2138;154;1;CORREIA ALTERNADOR;;0;-1;0
2139;154;1;RETIFICA DE CABEÇOTE;;0;-1;0
2140;154;1;TORNEIRO;;0;-1;0
2141;154;1;JOGO DE CABO DE VELA;;0;-1;0
2142;134;16;LENÇOL EM TECIDO;;0;-1;0
2143;134;11;LENÇOL EM TECIDO 220X140;;0;-1;0
2144;134;11;LENÇOL 2X1M;;0;-1;0
2145;134;11;TOALHA DE ROSTO M;;0;-1;0
2146;154;1;JUBTA TAMPA DE VALVULA;;0;-1;0
2147;181;10;MINGAU CHOCOLATE;;0;-1;0
2148;154;1;JOGO CABO VELA;;0;-1;0
2149;236;1;EXTRATO DE TOMATE 270G;;0;-1;0
2150;236;1;HOT DOG 50G;;0;-1;0
2151;233;1;ESTABILIZADOR DE VOLTAGEM;;0;-1;0
2152;209;1;COLA DUREPOX;;0;-1;0
2153;82;1;BANHEIRA PLASTICA;;10;-1;1
2154;251;1;MOLDURA EM MADEIRA;;5;-1;1
2155;209;1;BAU COM ALÇA PLASTICA;;5;-1;1
2156;209;1;FANTOCHE;;5;-1;1
2157;209;1;FANTOCHE ANIMAIS;;5;-1;1
2158;209;1;TEATRO DE FANTOCHE;;5;-1;1
2159;2;1;CADERNO DESENHO BROC.  ESPIRAL;;100;-1;1
2160;2;1;CANETA ESFEROGRAFICA ESC. MEDIA;;10;-1;1
2161;29;2;PAPEL HECTOGRAFICO CX C 100FLS;;10;-1;1
2162;29;9;PAPEL JORNAL  C/ 10 RESMA;;10;-1;1
2163;29;9;PAPEL DUPLEX;;10;-1;1
2164;29;9;PAPEL CREPON;;10;-1;1
2165;29;11;PAPEL CONTACT TRANSP.;;10;-1;1
2166;29;1;MASSA DE MODELAR C/12;;10;-1;1
2167;29;2;LAPIS DE COR C/ 12;;10;-1;1
2168;29;1;LAPIS GRAFITE UN;;10;-1;1
2169;29;13;PAPEL CARTAO FOSCO;;10;-1;1
2170;29;2;PAPEL A4  CX  C/ 10 RESMAS;;5;-1;1
2171;29;2;PAPEL OFICIO 2 CX C/ 10 RESMAS;;5;-1;1
2172;110;1;PAO HOT DOG;;100;0;1
2173;201;2;PINCEL PARA QUADRO BRANCO;;5;-1;1
2174;231;2;CANETA MARCA TEXTO C/ 6;;5;-1;1
2175;231;1;MARCA TEXTO UN;;5;-1;1
2176;120;13;ETIQUETA ADESIVA 63X88 PCT;;5;-1;1
2177;246;27;AGUA OXIGENADA LT;;5;-1;1
2178;246;2;AGUA DESC. 30X8 C/ 100;;5;-1;1
2179;246;1;ALCOOL 70%;;5;-1;1
2180;246;1;ALCOOL ABSOLUTO 99%;;5;-1;1
2181;246;13;ESCOVA ENDOCERVICAL C/ 100;;5;-1;1
2182;246;1;ESPECULO VAGINAL M;;5;-1;1
2183;246;1;GAZE 91X91 ROLO;;5;-1;1
2184;246;1;TINTURA DE IODO 2%;;5;-1;1
2185;246;1;SONDA FOLEY   N16;;5;-1;1
2186;246;1;SONDA FOLEY N18;;5;-1;1
2187;246;1;SERINGA DESC. 3ML C/AG;;5;-1;1
2188;246;1;SERINGA 5ML C/AG;;5;-1;1
2189;246;1;SERINGA 10 ML C/AG;;5;-1;1
2190;246;1;SERINGA DESC. 20 ML C/AG;;5;-1;1
2191;246;1;CAPTOPRIL 25MG;;100;-1;1
2192;246;1;DIGOXINA0,25 MG;;100;-1;1
2193;246;1;METILDOPA 500MG;;100;-1;1
2194;246;1;FUROSEMIDA 20MG/ML;;100;-1;1
2195;246;1;FUROSEMIDA 40MG;;100;-1;1
2196;246;1;GLIBENCLAMIDA 5MG;;100;-1;1
2197;246;1;NIFEDIPINA 20MG RETARD;;100;-1;1
2198;246;1;SULFATO FERROSO 40MG  UN.;;100;-1;1
2199;246;1;DIPIRONA SODICA 500MG;;100;-1;1
2200;246;1;CEFALEXINA 500 MG;;100;-1;1
2201;246;1;NEOMICINA BACITRCINA 10GR;;20;-1;1
2202;246;1;NISTATINA 100.000UI;;20;-1;1
2203;246;1;CEFALEXINA MONOHIDRATADA 250 MG/5ML;;50;-1;1
2204;246;1;COMPLEXO B CPR;;10;-1;1
2205;246;1;COMPLEXO B AMP.;;20;-1;1
2206;246;1;DIPIRONA SODICA 500 ML;;20;-1;1
2207;246;1;ERITROMICINA 250MG;;20;-1;1
2208;246;1;DICLOFENACO POTASSICO 15 ML;;20;-1;1
2209;246;1;HIDROXIDO ALUMINIO 6,2%;;20;-1;1
2210;246;1;MEBENDAZOL 100 MG;;20;-1;1
2211;246;1;MEBENDAZOL 20 ML;;20;-1;1
2212;246;1;DICLOFENACO POTASSICO 50 MG;;20;-1;1
2213;246;1;DICLOFENACO SODICO 50 MG;;20;-1;1
2214;246;1;METRONIDAZOL 250 MG;;20;-1;1
2215;246;1;CETOCONAZOL 200 MG;;20;-1;1
2216;246;1;AMOXILINA 250 MG/5 ML;;20;-1;1
2217;131;1;BUCHA PRESS ROLLER HP1200 DIR;;1;-1;1
2218;131;1;BUCHA PRES ROLLER HP1000/1200 ESQ;;1;-1;1
2219;131;1;ROLO DE BORRACHA HP1000/12000;;1;-1;1
2220;131;1;PELICULA DO FUSOR HP1000/1200;;1;-1;1
2221;252;1;MANUTENÇAO;;0;-1;0
2222;82;17;CAL SACO 20 KG;;2;-1;1
2223;82;17;HIDRACOR PO SACO 10 KG;;2;-1;1
2224;82;1;BALDE PLASTICO  PRETO 12 L;;3;-1;1
2226;156;27;GASOLINA;;100;-1;1
2227;254;1;GENEROS ALIMENTICIOS;;10;-1;1
2228;253;1;MATERIAL DE CONSUMO;;1;-1;1
2229;256;27;COMBUSTIVEIS;;100;-1;1
2230;256;27;GASOLINA;INFLAMAVEL;100;-1;1
2231;256;27;ALCOOL;INFLAMAVEL;100;-1;1
2232;256;27;OLEO LUBRIFICANTE;INFLAMAVEL;10;-1;1
2233;256;27;OLEO DIESEL;INFLAMAVEL;100;-1;1
2234;154;1;AMORTECEDOR DIANTEIRO;;1;-1;1
2235;154;1;AMORTECEDOR TRASEIRO 3226;;1;-1;0
2236;154;1;CABO DE FREIO 3204;;1;-1;1
2237;154;1;BORRACHA PONTA ESTAB.;;1;-1;1
2238;154;1;DESCARBONIZANTE CAR 80;;1;-1;1
2239;154;1;BUCHA BANDEIRA TRASEIRA;;1;-1;1
2240;154;1;BUCHA BRACO OSCILANTE;;1;-1;1
2241;154;1;FAROL LD;;1;-1;1
2242;154;1;FAROL LE;;1;-1;1
2243;154;1;FFECHADURA CAPUZ;;1;-1;1
2244;154;1;FEIXE DE MOLA TRASEIRO;;1;-1;1
2245;154;1;JG CABO INGNIÇAO;;1;-1;1
2246;154;1;KIT AMORTECEDOR DIANTEIRO;1;1;-1;1
2247;154;1;CILINDRO DE FREIO TRAS.;;1;-1;1
2248;154;1;LAMPADA 2 POLO PINO;;1;-1;1
2249;154;1;CILINDRO MESTRE DUPLO;;1;-1;1
2250;154;1;LANT. DIANTEIRO;;1;-1;1
2251;154;1;JUNTA HEMOCINETICA;;1;-1;1
2252;154;1;LONA DE FREIO;;1;-1;1
2253;154;1;PALHETA  LIMP;;1;-1;1
2254;154;1;PIVO;;1;-1;1
2255;154;1;CORREIA DISTRIBUIÇAO;;1;-1;1
2256;154;1;COXIM APOIO MOLA;;1;-1;1
2257;154;1;COXIM DA COLUNA;;1;-1;1
2258;154;1;COXIM SUSP. DIANTEIRO;;1;-1;1
2259;154;1;SILENCIOSO INTERMEDIARIO;;1;-1;1
2260;154;1;CUBO RODA TRAS.;;1;-1;1
2261;154;1;VELA DE IGNIÇAO;;1;-1;1
2262;154;1;TERM. DIRECAO;;1;-1;1
2263;154;1;ROLAMENTO DIANT.;;1;-1;1
2264;154;1;TUBO FREIO CIL. MESTRE;;1;-1;1
2265;154;1;ROLAM. EST. CORREIA;;1;-1;1
2266;154;1;LAMPADA FAROL;;1;-1;1
2267;154;1;ENGREN. VIRABREQUIM;;1;-1;1
2268;154;1;COIFA LADO RODA;;1;-1;1
2269;154;1;SILENCIOSO TRAS.;;1;-1;1
2270;154;1;TAMBOR DE FREIO;;1;-1;1
2271;154;1;KIT ESTAB. EXTERNO/ INT;;1;-1;1
2272;154;1;LAMPADA 1 POLO;;1;-1;1
2273;154;1;FLUIDO DE FREIO;;1;-1;1
2274;154;1;PAT. DE FREIO;;1;-1;1
2275;154;1;DESCARBONIZANTE FUTURA;;1;-1;1
2276;154;1;GRAXA INGRAX UNILIT;;1;-1;1
2277;154;1;CABO DE EMBREAGEM TL;;1;-1;1
2278;154;1;CAMISA CERAMICA;;1;-1;1
2279;154;1;CAMARA DE AR 750X16;;1;-1;1
2280;150;1;LAMP. EMPALUX MISTA 250WX220;;1;-1;1
2281;150;1;LAMP. FLUOR. COMP. 25WX220V;;1;-1;1
2282;150;1;LAMP COMP. EMP. AM. 25X220;;1;-1;1
2283;150;1;LAMP. FLUOR. COMP. 20X220 EMPLUX;;1;-1;1
2284;154;1;JOGO DE PLAQUETAS;;1;-1;1
2285;154;1;PNEUS 225/70 R 15;;1;-1;1
2286;154;1;VALVULAS  V;;1;-1;1
2287;14;1;PINCEL PARA QUADRO BRANCO PILOT;;1;-1;1
2288;14;1;TINTA PARA TECIDO ACRILEX;;1;-1;1
2289;154;1;BOIA DE TANQUE DE COMB.;;1;-1;1
2290;154;1;DISCO FREIO RIGIDO DIANT;;1;-1;1
2291;154;1;PASTILHA DE FREIO DIANT;;1;-1;1
2292;260;1;COLA GLITER 35 GRS;;1;-1;1
2293;260;1;PINCEL CERDAS 10;;1;-1;1
2294;260;2;HIDROCOR C/12;;1;-1;1
2295;260;1;TINTA GUACHE C/ 12;;1;-1;1
2296;260;1;GIZ DE CERA C/ 12;;1;-1;1
2297;260;11;TNT  TECIDO M;;1;-1;1
2298;260;1;PISTOLA COLA QUENTE GRANDE;;1;-1;1
2299;260;2;PAPEL JORNAL C/ 10 RESMAS;;1;-1;1
2300;260;1;PINCEL ATOMICO C/ 12;;1;-1;1
2301;120;1;BARBANTE ROLO;;1;-1;1
2302;120;1;TESOURA ESCOLAR CABO PLAST. P;;1;-1;1
2303;260;9;ISOPOR 20MM UN;;1;-1;1
2304;154;1;JOGO DE REPARO =;;1;-1;1
2305;150;1;LAMP. TRILUX 30 W X127;;1;-1;1
2306;150;1;LAMPADA CIRCULAR 22W  G LIGHT;;1;-1;1
2307;150;1;LAMPADA FLUOR. COMP. 20WX220V;;1;-1;1
2308;150;1;REDUÇAÕ EXCENTR ESG. 100X50;;1;-1;1
2309;154;1;BATERIA 90 PMD;;1;-1;1
2310;154;1;FILTRO DE AR;;1;-1;1
2311;154;1;FILTRO COMBUST..;;1;-1;1
2312;154;1;FILTRO LUBRIFICANTE;;1;-1;1
2313;253;5;SABAO EM PO;;1;-1;1
2314;253;1;VASSOURA PIAÇA VA DZ;;1;-1;1
2315;253;1;AGUA SANITARIA CX C/ 12;;1;-1;1
2316;253;1;BALDE PRETO 12 LT UN;;1;-1;1
2317;253;1;CARRINHO DE MAO UN;;1;-1;1
2318;253;1;PAPEL HIG FARDO;;1;-1;1
2319;253;1;MANGUEIRA PLAST. MT;;1;-1;1
2320;253;1;RODO MADEIRA DZ;;1;-1;1
2321;253;1;LUVA LATEX UN;;1;-1;1
2322;253;1;AGUA MINERAL 20LT;;1;-1;1
2323;253;2;SUCO MARATA C/ 120 UND;;1;-1;1
2324;253;2;BISCOITO DOCE VIT.;;1;-1;1
2325;253;2;BISCOITO CREAM CRACKER;;1;-1;1
2326;253;2;GUARDANAPO CX;;1;-1;1
2327;253;1;COPO DESCARTAVEL 25X200ML;;1;-1;1
2328;253;1;LEITE EM PO FD;;1;-1;1
2329;253;1;DESIFETANTE PINHO SOL CX;;1;-1;1
2330;253;1;AGUA SANITARIA Q BOA CX;;1;-1;1
2331;253;1;ACHOCOLATADO EM PO CX;;1;-1;1
2332;253;1;ACUCAR CRISTAL FD;;1;-1;1
2333;253;1;ALCOOL CX C/ 12;;1;-1;1
2334;253;1;LEITE CONDENSADO CX;;1;-1;1
2335;253;1;FARINHA DE TRIGO COM FERMENTO FD;;1;-1;1
2336;253;1;ARROZ BR;;1;-1;1
2337;253;1;MILHO MUNGUNZA FD;;1;-1;1
2338;253;1;MILHO DE PIPOCA FD;;1;-1;1
2339;254;1;LEITE DE COCO 500 ML CX C/ 12;;1;-1;1
2340;261;1;LIMPA VIDROS REFIL;;1;-1;1
2341;261;1;DESINFETANTE 500 ML;;1;-1;1
2342;261;1;SACO PARA LIXO 100LT;;1;-1;1
2343;261;1;CERA LIQUIDA INCOLOR UN;;1;-1;1
2344;261;1;RODO PLAST. BETTANIM;;1;-1;1
2345;261;1;VASSOURA DE PELO UN;;1;-1;1
2346;261;1;SABAO EM PO 500 GR  UN;;1;-1;1
2347;261;1;SACO PARA LIXO 15 LT;;1;-1;1
2348;261;1;PASTILAHA SAITARIA DES.  UN;;1;-1;1
2349;261;1;QUEROSENE INC.;;1;-1;1
2350;261;1;AGUA SANITARIA UN;;1;-1;1
2351;150;1;LAMPADAS 15 W UN;;1;-1;1
2352;254;1;CAFE MOIDO  250GR;;1;-1;1
2353;254;1;ACUCAR;;1;-1;1
2354;261;1;VASELINA LIQ. RES.;;1;-1;1
2355;261;1;DESODORIZADOR BOM AR;;1;-1;1
2356;58;1;PLACA MAE BIOSTAR;;1;-1;1
2357;58;16;MEMORIA DDR 512;;1;-1;1
2358;58;16;PROCESSADOR CELERON 420 LG 800MHZ;;1;-1;1
2359;261;1;PASTA PARA LIMPEZA LIMP TEK 500 GR;;1;-1;1
2360;261;1;LUSTRA  MOVEIS AUDAX  CX COM 24;;1;-1;1
2361;261;1;REFIL AEROSOL SPRING TIME 300 ML;;1;-1;1
2362;261;1;ROL. 320066 NSR;;1;-1;1
2363;174;1;CARRINHO DE MAO PC;;1;-1;1
2364;174;1;CARRINHO DE MAO GALV.;;1;-1;1
2365;174;16;PINO CARRINHO DE CONSTR.;;1;-1;1
2366;174;16;CAMARA PARA CARRINHO;;1;-1;1
2367;174;16;PA DE BICO S/ CABO;;1;-1;1
2368;174;16;CABO PARA PÁ 75 CM;;1;-1;1
2369;174;16;CADEADO SOPRANO;;1;-1;1
2370;174;16;LAMPADA INC. 60X 220V;;1;-1;1
2371;174;16;CABO RIGIDO 4.ML;;1;-1;1
2372;174;16;FITA ISOLANTE 19 M;;1;-1;1
2373;174;16;TUBO ELETRODUTO ROSC;;1;-1;1
2374;174;16;CIMENTO 50 KG;;1;-1;1
2375;174;16;ANTICORROSIVO AEROSOL;;1;-1;1
2376;174;16;ESTROVENGA TRAM.;;1;-1;1
2377;174;16;LAMP. INC. 100X 127 V;;1;-1;1
2378;174;16;"SERROTE ""12""";;1;-1;1
2379;174;16;TUBO PVC ESG. 100 MM X 6 M;;1;-1;1
2380;150;1;PLAFON TASHIBRA C/ SOQUETE;;1;-1;1
2381;150;1;LAMPADA ELERONICA 30X220V;;1;-1;1
2382;150;1;LAMPADA FLUORESCENTE 40 W;;1;-1;1
2383;150;1;START 30/40 W;;1;-1;1
2384;150;1;INTERRUPTOR;;1;-1;1
2385;174;1;ENXADA 2,5L;;1;-1;1
2386;174;16;CABO PICARETA;;1;-1;1
2387;174;16;ANCINHO;;1;-1;1
2388;174;16;CABO DE MADEIRA PARA ANCINHO;;1;-1;1
2389;174;16;VASSOURA NYLON MAX;;1;-1;1
2390;174;16;CABO PARA ENXADA;;1;-1;1
2391;174;16;ENXADA TUPY;;1;-1;1
2392;174;16;CARRINHO DE MAO LAT;;1;-1;1
2393;174;16;RODO DE MADEIRA EUCALIPTO;;1;-1;1
2394;134;16;LINHA PARA COSTURAR;;1;-1;1
2395;134;11;FIO DE COSTURAR;;1;-1;1
2396;134;11;PAPEL DE MOLDE 1,50X250M;;1;-1;1
2397;134;10;VISCOLYCRA MISTA;;1;-1;1
2398;134;11;TESOURA;;1;-1;1
2399;135;1;AGULHA GALOMEIRA;;1;-1;1
2400;135;13;AGULHA OVERLOQUE;;1;-1;1
2401;135;13;AGULHA PARA RETA;;1;-1;1
2402;135;13;AGULHA DE MAO;;1;-1;1
2403;135;13;FITA METRICA;;1;-1;1
2404;135;13;REGUA  50CM;;1;-1;1
2405;135;13;GIZ PARA TECIDO;;1;-1;1
2406;135;13;ALFINETE DE CABEÇA;;1;-1;1
2407;135;13;ELASTICO 20;;1;-1;1
2408;135;13;ELASTICO 30;;1;-1;1
2409;174;16;MAQ. VIDRO PTA 2P LD;;1;-1;1
2410;174;16;MAQ. VIDRO PTA 2P LE;;1;-1;1
2411;174;16;JG CANALETA COMP UNO;;1;-1;1
2412;154;16;MANGUEIRA ANTI. CHAMA;;1;-1;1
2413;154;1;ABRAÇADEIRA FERRO 22-23;;1;-1;1
2414;154;1;OLEO  15 W40 MOTOR EXTRA TURBO;;1;-1;1
2415;154;1;MOTOR DE PARTIDA BOSCH FIAT;;1;-1;1
2416;154;1;BATENTE DE MOLA TRAS.;;1;-1;1
2417;154;1;LAMPADA AUT. H SULIGT;;1;-1;1
2418;154;1;CABO VELOC.;;1;-1;1
2419;154;1;JUNTA DE CARTER;;1;-1;1
2420;154;1;PNEU R13;;1;-1;1
2421;187;16;ROLAMENTO 32006;;1;-1;1
2422;187;1;ROL. 32006 NSR;;1;-1;1
2423;174;16;PNEU PARA CARRINO DE MAO;;1;-1;1
2424;175;24;PERFIL  COLONIAL;;1;-1;1
2425;175;24;FORRO PVC BR;;1;-1;1
2426;175;28;MAÇARANDUBA SER. CAIBROS;;1;-1;1
2427;175;28;MAÇARANDUBA SER. RIPAS;;1;-1;1
2428;175;28;PORTA  2,10 X 0,80;;1;-1;1
2429;183;10;PREGO 15X18;;1;-1;1
2430;183;1;PREGO 19X39;;1;-1;1
2431;183;1;FECHADURA EXT. 100;;1;-1;1
2432;183;1;TORNEIRA LAVATORIO DE 1/2;;1;-1;1
2433;183;1;DOBRADICA S/ ANEL 3X2;;1;-1;1
2434;183;1;FECHADURA F 10 INT.;;1;-1;1
2435;183;1;SUPORTE ROLO 23 CM;;1;-1;1
2436;125;16;DUALINE ESM. MARFIM;;1;-1;1
2437;125;7;DIATEX VINIL ACRIL. BR NEVE;;1;-1;1
2438;125;7;MASSA CORRIDA PVA;;1;-1;1
2439;125;7;ROLO DE LA DE CARNEIRO;;1;-1;1
2440;150;16;FIO RIGIDO 6MM;;1;-1;1
2441;150;1;DISJUNTOR  25 AMP;;1;-1;1
2442;150;1;HASTE TERRA 1/2 X1/2 COBREADA;;1;-1;1
2443;150;1;FITA ISOLANTE 19MM;;1;-1;1
2444;150;1;CONECTOR P/ HASTE COB.;;1;-1;1
2445;150;1;LAMPADA FLUOR. COMP. 25 W 127V;;1;-1;1
2446;150;1;PARAF. MA RS 4,2X45;;1;-1;1
2447;131;1;CARTUCHO HP JATO TINTA TRIC.;;1;-1;1
2448;131;1;CARTUCHO HP 615 RECICLADO;;1;-1;1
2449;254;10;CARNE BOVINA SALGADA;;1;-1;1
2450;254;1;CARNE MOIDA 500G;;1;-1;1
2451;254;1;COENTRO;;1;-1;1
2452;254;1;COLORAL;;1;-1;1
2453;254;1;COMINHO;;1;-1;1
2454;254;1;EXTRATO 270;;1;-1;1
2455;254;1;LEITE EM PO 200G;;1;-1;1
2456;254;1;MACARRAO 500G;;1;-1;1
2457;254;1;MASSA SOPA;;1;-1;1
2458;254;1;MILHO MUNGUNZA;;1;-1;1
2459;254;1;OLEO DE SOJA;;1;-1;1
2460;254;1;OVOS BRANCO;;1;-1;1
2461;254;1;PAO BANQUETE;;1;-1;1
2462;254;1;POLPA DE FRUTAS;;1;-1;1
2463;254;1;LEITE DE COCO;;1;-1;1
2464;254;1;COXA DE FRANGO;;1;-1;1
2465;254;1;AÇUCAR;;1;-1;1
2466;254;1;ARROZ KG;;1;-1;1
2467;254;1;BATATA INGLESA;;1;-1;1
2468;254;1;CENOURA;;1;-1;1
2469;254;1;CHUCHU;;1;-1;1
2470;254;1;CEBOLA BRANCA;;1;-1;1
